tile,osm_type,osm_id,lat,lon,k,v,name,brand,operator,opening_hours,addr_street,addr_housenumber,addr_neighbourhood,addr_city,addr_postcode,phone,website,wheelchair,emergency,beds,brand_wikidata
28,node,12547003716,19.2932119,-99.6676227,amenity,clinic,,,,,Calle Texcoco,,,,50040,7225365716,,,,,
28,node,12547282423,19.2866107,-99.6610017,amenity,clinic,Consultorio Pediatrico,,,,Calle Constituyentes,,,,50080,7222153260,,,,,
28,node,12547343052,19.2907808,-99.6567166,amenity,college,Instituto De Copuingles De Oriente,,,,,,,,50000,,,,,,
28,node,12547365729,19.2830626,-99.6584254,amenity,school,Instituto Al Servicio Educativo Superior,,,,Calle José Vicente Villada,,,,50180,7222321228,,,,,
28,node,12547378759,19.2765358,-99.6631422,amenity,clinic,Consultorio De Psicología,,,,Calle Andrés Quintana Roo,,,Toluca de Lerdo,50120,7221680217,,,,,
28,node,12547392675,19.2769499,-99.6626911,amenity,clinic,Consultorio Ginecobstetricia,,,,Calle Doctor Juan Rodríguez,,,Toluca de Lerdo,50120,,,,,,
28,node,12547398062,19.2767068,-99.6642576,amenity,hospital,Go Clinic,,,,Calle Eduardo González y Pichardo,,,Toluca de Lerdo,50120,+527229253536,,,,,
28,node,12547449636,19.2770453,-99.6627318,amenity,clinic,Clínica De Asma Alergia E Inmunología,,,,Calle Andrés Quintana Roo,,,Toluca de Lerdo,50120,7222450110,https://www.doctoralia.com.mx/,,,,
28,node,12547501018,19.2769651,-99.662738,amenity,clinic,Consultorio Pediatría,,,,Calle Doctor Juan Rodríguez,,,Toluca de Lerdo,50120,,,,,,
28,node,12547515729,19.2826172,-99.6725384,amenity,clinic,Consultorio Medico,,,,Avenida Prolongación San Buenaventura,,,,50120,7223135509,,,,,
28,node,12547515857,19.2771136,-99.6548493,amenity,clinic,Spo Clinic,,,,Calle Juan Aldama,,,,50130,,,,,,
28,node,12547556974,19.2843119,-99.673989,amenity,clinic,Torre Medica 2 Reumatóogia,,,,Paseo Vicente Guerrero,,,,50120,7226120141,,,,,
28,node,12547565078,19.2851254,-99.6556108,amenity,clinic,Clínica Rehab,,,,Calle Ignacio Allende,,,Toluca de Lerdo,50130,+527222808095,https://www.clinicarehab.com/,,,,
28,node,12547654190,19.2794646,-99.6629139,amenity,clinic,Control De Peso K-Fit Toluca,,,,Calle Andrés Quintana Roo,,,Toluca de Lerdo,50120,7222704966,www.controldepesotoluca.com,,,,
28,node,12547733976,19.2770954,-99.6600702,amenity,school,Colegio Comenius,,,,Calle Doctor Andrés Benavides,,,Toluca,50120,+527226133451,https://www.colegiocomenius.edu.mx/,,,,
28,node,12547739926,19.2802055,-99.6611495,amenity,school,Club Acuático,,,,Calle Pino,,,Toluca de Lerdo,50120,+527222702001,,,,,
28,node,12547740325,19.2772528,-99.659427,amenity,clinic,Tzolkin,,,,Avenida Paseo Colón,,,Toluca,50120,+527224873693,https://www.facebook.com/tzolkinct/,,,,
28,node,12547741768,19.2782448,-99.6596426,amenity,school,Paideia Colón,,,,Calle Doctor Andrés Benavides,,,Toluca,50120,+527222179863,https://www.paideia.mx/,,,,
28,node,12547744768,19.2770083,-99.6603899,amenity,school,IBIM Instituto Bicentenario Inglés de México,,,,Calle Doctor Andrés Benavides,,,Toluca,50120,,https://ibim.edu.mx/,,,,
28,node,12547745381,19.2809898,-99.6580041,amenity,clinic,Ultra Lasik,,,,Calle Francisco Mungia,,,,50130,,,,,,
28,node,12547761674,19.2882932,-99.6584708,amenity,college,Regularizate Con Tu Prepa,,,,Calle José Vicente Villada,,,,50000,,www.regularizatecontuprepa.com.mx,,,,
28,node,12547783496,19.2800155,-99.6532689,amenity,clinic,Consultorio Con Especialidad En Dermatologia,,,,Calle Rafael Miguel Hidalgo,,,,50130,,,,,,
28,node,12547800462,19.2812733,-99.6638625,amenity,clinic,Kinelic Terapia Fisica Y Rehabilitacion,,,,Calle Horacio Zúñiga,,,,50120,,,,,,
28,node,12547823292,19.2853392,-99.6583023,amenity,clinic,,,,,Calle Valentín Gómez Farías,,,,50130,7224293902,,,,,
28,node,12547875396,19.28619,-99.6535309,amenity,college,Rectoría,,,,Calle Instituto Literario,,,,50000,,,,,,
28,node,12547906348,19.292079,-99.652357,shop,convenience,Servicio Comercial Garis Independencia,,,Mo-Sa 07:00-21:00+,Avenida Independencia,,Ignacio Lopez Rayon,,50000,,https://www.garis.com.mx/,,,,
28,node,12547931504,19.2836739,-99.6735539,amenity,clinic,Hopal Florencia,,,,Paseo Vicente Guerrero,,,,50120,,,,,,
28,node,12547954982,19.2781116,-99.6726509,amenity,school,Preparatoria Abierta Tecnologico De Estudios,,,,Calle José María Lafragua,,,,50110,,,,,,
28,node,12547958383,19.2924486,-99.6609212,amenity,school,Escuela Primaria María Remedios Colón,,,,Avenida Sebastián Lerdo de Tejada,,,,50040,,,,,,
28,node,12547967666,19.2923742,-99.6657336,amenity,clinic,Cirujano Gastroenterologo,,,,Calle el Oro,,,Toluca de Lerdo,50040,7222144796,,,,,
28,node,12547967699,19.2838056,-99.6736116,amenity,clinic,Torre Medica Florencia,,,,Paseo Vicente Guerrero,,,,50120,,,,,,
28,node,12547972338,19.2878715,-99.6628068,amenity,clinic,Inteligencia Bienestar Humano,,,,Avenida José María Morelos y Pavón,,,,50080,,,,,,
28,node,12547974750,19.2832021,-99.6733223,amenity,clinic,Torre Medica 2 Neomología,,,,Paseo Vicente Guerrero,,,,50120,7222139682,,,,,
28,node,12547983444,19.2778125,-99.658094,amenity,college,Facultad De Lenguas Uaem,,,,Calle Jesús Carranza,,,,50130,,www.uaemex.mx/facleng,,,,
28,node,12548015236,19.2783091,-99.6586551,amenity,clinic,Consultorio De Neurología,,,,Avenida Paseo Colón,,,Toluca,50120,,,,,,
28,node,12548015965,19.2782985,-99.6586583,amenity,clinic,Consultorio Urólogo Dr. Ortiz,,,,Avenida Paseo Colón,,,Toluca,50120,,,,,,
28,node,12548018917,19.281339,-99.6660394,amenity,clinic,Consultorio Medico,,,,Calle Fernando Quiroz,,,,50120,,,,,,
28,node,12548020025,19.2766518,-99.6614284,amenity,clinic,FisioFamily,,,,Calle Doctor Juan Rodríguez,,,Toluca de Lerdo,50120,,https://www.facebook.com/fisiofamilyFM/,,,,
28,node,12548021497,19.27956,-99.655514,amenity,clinic,ElyFisio,,,,Calle Ignacio Allende,,,Toluca de Lerdo,50130,,,,,,
28,node,12548021826,19.2822883,-99.6583272,amenity,clinic,Integra Terapia Física y Rehabilitación,,,,Calle José Vicente Villada,,,Toluca de Lerdo,50120,,,,,,
28,node,12548038088,19.2803784,-99.6578307,amenity,school,Defensoría de los Derechos  de la UAEM,,,,Calle Jesús Carranza,,,Toluca de Lerdo,50130,+527225425510,https://defensoria.uaemex.mx/,,,,
28,node,12548040961,19.2795946,-99.6594677,amenity,clinic,Clinica De Especialidades Medicas Y Los Hombres Que,,,,Calle Doctor Andrés Benavides,,,Toluca de Lerdo,50120,,https://www.bing.com/ck/a?!&&p=790bf3d36fc868eba637d01d072aa839d196de7a1dc5780631de02a144e3785eJmltdHM9MTczODI4MTYwMA&ptn=3&ver=2&hsh=4&fclid=26b1e81d-dac5-6063-2494-fd99dbbc611a&psq=yloshombresque&u=a1aHR0cHM6Ly93d3cuZmFjZWJvb2suY29tL1lsb3Nob21icmVzcXVlL,,,,
28,node,12548042655,19.2831878,-99.6733104,amenity,clinic,Torre Medica 2 Medico Internista,,,,Paseo Vicente Guerrero,,,,50120,,,,,,
28,node,12548051134,19.2864821,-99.6563255,amenity,clinic,Cet Innovo Centro De Especialidades Terapeuticas,,,,Calle Mariano Matamoros,,,,50000,,,,,,
28,node,12548063539,19.2919127,-99.6657031,amenity,clinic,Consultorio De Oftalmologia,,,,Calle el Oro,,,Toluca de Lerdo,50040,,,,,,
28,node,12548433127,19.2836954,-99.6736081,amenity,clinic,Torre Medica 1 Urologís,,,,Paseo Vicente Guerrero,,Paseo De San Buenaventura,,50120,,,,,,
28,node,12548450924,19.2891525,-99.6716318,amenity,clinic,Centro Oftalmologico,,,,Calle Miguel Hidalgo y Costilla,,,,50080,7222143813,,,,,
28,node,12548652789,19.287598,-99.6514396,amenity,clinic,Consultorio De Asesoria Herbolaria De La Fuente,,,,Calle Sor Juana Inés de la Cruz,,Jose Maria Morelos Y Pavon,,50090,,,,,,
28,node,12548657514,19.2830055,-99.6584268,amenity,clinic,Family For Life,,,,Calle José Vicente Villada,,,,50180,7229800712,,,,,
28,node,12549381227,19.281627,-99.6633446,amenity,clinic,Consutorio Dr Serrano,,,,Calle Benito Sánchez Valdez,,,,50120,,,,,,
28,node,12549556326,19.2911634,-99.6628135,amenity,clinic,Orto-gama,,,,Calle Andrés Quintana Roo,,,,50080,7222720530,,,,,
28,node,12549585687,19.2809186,-99.6723847,amenity,school,Pueridomus Colegio Activo,,,,Paseo Vicente Guerrero,,,,50110,,,,,,
28,node,12549604136,19.2814923,-99.6727563,amenity,clinic,Consultorio Pediatrico,,,,Paseo Vicente Guerrero,,,Toluca de Lerdo,50511,,,,,,
28,node,12550229693,19.275381,-99.6548124,amenity,clinic,Ultra Laser,,,,Calle Juan Aldama,,,,50130,,www.ultralasertoluca.com,,,,
28,node,12550242567,19.2862233,-99.6670102,amenity,college,Instituto De Ciencias Alternativas De La Salud,,,,Calle 23 de Septiembre,,,,50080,7222159229,,,,,
28,node,12550451718,19.2916357,-99.6694426,amenity,clinic,Yo Soy Yoga Estudio,,,,Calle Lerma,,,,50040,,,,,,
28,node,12551191660,19.2899681,-99.6571396,shop,convenience,Miscelanea Zebina,,,,Calle Hermenegildo Galeana,,,,50000,,,,,,
28,node,12551263751,19.2754058,-99.6558283,amenity,clinic,Ricovery,,,,Calle General Emiliano Zapata,,,,50130,,,,,,
28,node,12551281060,19.292677,-99.6633944,amenity,clinic,Clinica De Paris En Toluca,,,,Calle Tenancingo,,,,50040,7222158235,,,,,
28,node,12552386436,19.2884054,-99.6704908,amenity,clinic,Clinica De Medicina Alternativa Angel,,,,Calle Fray Buenaventura Merlín,,,,50080,,,,,,
28,node,12552613602,19.2839244,-99.6557963,amenity,school,"Instituto Superior de Estudios Prospectivos ""ISEP""",,,,Calle Ignacio Allende,,,Toluca de Lerdo,50130,+527226245909,https://www.isep.edu.mx/,,,,
28,node,12552618991,19.2833672,-99.6526356,amenity,school,Vigotsky´s Kids,,,,Calle Ignacio López Rayón,,,Toluca de Lerdo,50130,+527223289964,https://www.facebook.com/lndsy18/?tn-str=k%2AF,,,,
28,node,12552620165,19.2812865,-99.6569921,amenity,clinic,Centro integral de salud,,,,Calle Hermenegildo Galeana,,,Toluca de Lerdo,50130,+527225856071,https://www.facebook.com/Centro-Integral-de-Salud-107987767207028/,,,,
28,node,12552646617,19.2825927,-99.6534165,amenity,school,"CEAJA ""QFB Yolanda Senties de Ballesteros"" Turno Vespertino",,,,Calle José María Arteaga,,,Toluca de Lerdo,50130,,,,,,
28,node,12552651685,19.2834741,-99.6514065,amenity,clinic,Psicólogos Enlace Emocional Toluca,,,,Calle Sor Juana Inés de la Cruz,,,Toluca de Lerdo,50130,+527223940283,https://www.enlace-emocional.com/,,,,
28,node,12554557204,19.2958258,-99.6669493,amenity,clinic,Consultorio Medico Gcr,,,,Calle Ixtlahuaca,,,,50040,,,,,,
28,node,12554741368,19.2950499,-99.6626104,amenity,hospital,Torre Genesis,,,,Calle Cristóbal Olmedo,,,,50040,,www.torregenesis.com,,,,
28,node,12554821904,19.2854063,-99.6682398,amenity,school,Escuela Preparatoria Oficial Numero 116,,,,Calle José Luis Álamo,,,Toluca de Lerdo,50080,,,,,,
28,node,12554886187,19.2854208,-99.6518902,amenity,clinic,Herbamedic Consultorio General Y Medicina Interna,,,,Calle Valentín Gómez Farías,,,,50000,,,,,,
28,node,12554905598,19.2853857,-99.6580351,amenity,clinic,Quiropractico,,,,Calle Valentín Gómez Farías,,,,50130,7226685553,,,,,
28,node,12556919086,19.2836511,-99.6735625,amenity,clinic,Torre Medica 1 Cirujano Proctologo,,,,General Vicente Guerrero,,Paseo De San Buenaventura,,50120,,,,,,
28,node,12556934500,19.2752304,-99.6547173,amenity,college,Centro Universitario De Arquitectura Ingenieria Y Diseño,,,,Juan Aldama,,General Emiliano Zapata,,50130,,,,,,
28,node,12557603695,19.2931608,-99.6706739,amenity,college,Escuela De Enfermeria Albarran,,,,Calle Texcoco,,,,50040,,,,,,
28,node,12557690780,19.2806158,-99.653256,amenity,clinic,Clinica Espiritu Santo,,,,Calle Pablo Sidar,,,,50130,,,,,,
28,node,12559271831,19.2833093,-99.673922,amenity,clinic,Clinica Oftalmologica Todo Para Tus Ojos,,,,Paseo Vicente Guerrero,,,,50170,,,,,,
28,node,12559333729,19.2891842,-99.6544003,amenity,college,Instituto Nacional De Computacion Aplicada,,,,Calle Benito Juárez Garcia,,,,50000,7222148525,www.inca.edu.mx,,,,
28,node,12559395877,19.2832334,-99.6732111,healthcare,clinic,Torre Medica 2 Gastroenterologo,,,,Paseo Vicente Guerrero,,,,50120,,,,,,
28,node,12559485288,19.2808836,-99.6539686,amenity,school,Centro De Educacion Basica Para Adultos Heroes Del 47,,,,Calle Benito Juárez Garcia,,,,50130,,,,,,
28,node,12560151913,19.2873803,-99.6575819,amenity,college,Centro De Servicio Sigma,,,,Calle Nicolás Bravo,,,,50000,+527223187172,https://www.isima.com.mx/toluca-sistemas-y-posgrados.html,,,,
28,node,12560278036,19.2843281,-99.6740279,amenity,clinic,Torre Medica 2 Neurologo,,,,Paseo Vicente Guerrero,,,,50120,7222440213,,,,,
28,node,12560312124,19.285425,-99.6522093,amenity,college,Colegio Internacional De Aviacion Profesional,,,,Calle Valentín Gómez Farías,,,,50000,,www.ciapsapilotos.com,,,,
28,node,12560314771,19.2873911,-99.6576504,amenity,clinic,Consultorio Medico,,,,Calle Nicolás Bravo,,,,50000,7222441828,,,,,
28,node,12560315276,19.2797892,-99.6532305,amenity,clinic,Cardio Ekg,,,,Calle Pablo Sidar,,,,50130,,https://www.cardioekg.org/,,,,
28,node,12561358466,19.2924923,-99.6529135,amenity,college,Academia De Belleza Yahel,,,,Ignacio Lopez Rayon,,Lerdo De Tejada,,50060,,,,,,
28,node,12563215768,19.2912897,-99.6609883,amenity,clinic,Clinica De Enfermedades De Los Ojos,,,,Calle Melchor Ocampo,,,,50080,,https://www.doctoralia.com.mx/,,,,
28,node,12563849668,19.2843934,-99.6740846,amenity,clinic,Torre Medica 2 Pediatra Neonatologo,,,,Paseo Vicente Guerrero,,,,50120,7222154637,,,,,
28,node,12563863129,19.2799985,-99.6532488,amenity,clinic,Consultorio De Psicologia,,,,Calle Rafael Miguel Hidalgo,,,,50130,,,,,,
28,node,12564129893,19.2943929,-99.6658002,healthcare,clinic,Pediatra,,,,Calle el Oro,,,,50040,,,,,,
28,node,12565536974,19.2936005,-99.657838,amenity,school,Instituto Al Servicio Educativo Superior,,,,,,,Toluca de Lerdo,50000,,www.isestoluca.edu.mx,,,,
28,node,12565553704,19.2903398,-99.6566713,amenity,college,Instituto De Compuingles De Oriente,,,,Ciclovía Miguel Hidalgo,,Nicolas Bravo,,50000,,https://www.icocompuingles.com/,,,,
28,node,12566101411,19.2780686,-99.670081,amenity,clinic,Consultorio Medico Oftalmologico,,,,Calle José María Lafragua,,,,50000,,,,,,
28,node,12566101412,19.2785948,-99.6714272,amenity,clinic,Consultorio Medico Oftalmologico,,,,Calle José María Lafragua,,,,5000,,,,,,
28,node,12566411225,19.2795112,-99.650451,amenity,clinic,Consultorio De Psicoterapia,,,,Calle Ingeniero Rafael García Moreno,,,Toluca de Lerdo,50130,7223560459,,,,,
28,node,12566562909,19.297694,-99.67025,amenity,school,Secundaria hidalgo,,,,Calle Lerma,,,,50040,,,,,,
28,node,12566651637,19.29316,-99.6660791,healthcare,clinic,Consultorio Medico,,,,Calle Texcoco,,,,50040,,,,,,
28,node,12566678995,19.2863109,-99.6507597,amenity,clinic,Consultorio De Urología,,,,Calle Instituto Literario,,,Toluca de Lerdo,50090,,,,,,
28,node,12566693118,19.2862906,-99.6510115,amenity,school,Escuela Primaria Mariana R De Lazarin Turno Vespertino 15epr4762e,,,,Calle Instituto Literario,,,Toluca de Lerdo,50090,,,,,,
28,node,12566699927,19.2865932,-99.6653836,amenity,school,D4 Reality,,,,Calle Constituyentes,,,,50080,,www.d4reality.com,,,,
28,node,12566719202,19.2863292,-99.6502082,amenity,clinic,Consultorio De Psicoterapia Física,,,,Calle Instituto Literario,,,Toluca de Lerdo,50090,7222525772,,,,,
28,node,12566720937,19.2880306,-99.6548665,amenity,school,Academia De Belleza Reflejos,,,,Avenida José María Morelos y Pavón,,,Toluca de Lerdo,50000,7222248048,www.academiadebellezareflejos.com,,,,
28,node,12566721945,19.2862986,-99.652154,amenity,clinic,Clínica Quiropodista,,,,Calle Instituto Literario,,,Toluca de Lerdo,50090,7221487100,,,,,
28,node,12566732743,19.2863555,-99.6503091,amenity,school,Instituto De Desarrollo Infantil Isima,,,,Calle Instituto Literario,,,Toluca de Lerdo,50090,,https://www.isima.com.mx/,,,,
28,node,12566733319,19.2863794,-99.6543267,amenity,school,Bodega Del Museo De Historia Universitario José María Morelos y Pavón,,,,Calle Benito Juárez Garcia,,,Toluca de Lerdo,50000,,,,,,
28,node,12566734531,19.2875788,-99.6500988,amenity,school,Unidad de Apoyo a la Educación Básica y Normal,,,,Avenida Pino Suarez,,,Toluca de Lerdo,50090,,,,,,
28,node,12566737956,19.2863414,-99.6520152,amenity,school,Centro de Actividades Culturales Uaem,,,,Calle Instituto Literario,,,Toluca de Lerdo,50090,+527222136361,www.uaemex.mx,,,,
28,node,12566749570,19.2867052,-99.6532483,amenity,clinic,Instituto De Alergias y Autoinmunidad Dr. Maximiliano Ruiz Castaneda,,,,Calle Ignacio López Rayón,,,Toluca de Lerdo,50090,,https://iaamrc.com/,,,,
28,node,12566760068,19.2893423,-99.6549741,amenity,school,Escuela de Estilismo Oscar De Leon,,,,Calle Juan Aldama,,,Toluca de Lerdo,50000,,,,,,
28,node,12566760069,19.2905198,-99.655626,amenity,school,Escuelas Profesionales de Computación Epc,,,,Andador Constitución,,,Toluca de Lerdo,50000,+527222148487,https://epc676.webnode.mx/,,,,
28,node,12566765365,19.2896107,-99.6550302,amenity,school,Centro de idiomas y Computación,,,,Calle Juan Aldama,,,Toluca de Lerdo,50000,+527221673036,http://www.icitoluca.com.mx/,,,,
28,node,12566766124,19.2913601,-99.6556268,amenity,school,Escuela de Enfermería y Salud  Iepetac  Toluca,,,,Andador Constitución,,,Toluca de Lerdo,50000,+527222149542,http://iepetac.mx/,,,,
28,node,12566770902,19.2906672,-99.6554325,amenity,clinic,Reiki Association International México,,,,Andador Constitución,,,Toluca de Lerdo,50220,+527221191201,www.raimexico.com.mx,,,,
28,node,12566940918,19.2922061,-99.6552996,amenity,school,Dirección de Identidad Universitaria,,,,Avenida Independencia,,,Toluca de Lerdo,50000,+527222149051,https://sr.uaemex.mx/identidad/,,,,
28,node,12566950657,19.2917349,-99.6554226,amenity,clinic,Consultorio Acupuntura,,,,Andador Constitución,,,Toluca de Lerdo,50000,7223189280,,,,,
28,node,12566972707,19.2922619,-99.6550233,amenity,clinic,Consultorio,,,,Avenida Independencia,,,,50000,,,,,,
28,node,12566973808,19.2922193,-99.6542255,amenity,clinic,Alergólogo,,,,Avenida Independencia,,,Toluca de Lerdo,50060,,,,,,
28,node,12566978287,19.293441,-99.6528775,amenity,school,Red de Inovación Y Aprendizaje,,,,Calle Ignacio López Rayón,,,Toluca de Lerdo,50000,7222140765,https://escuelasmex.com/directorio/DN2429093/red-de-inovacion-y-aprendizaje,,,,
28,node,12568473825,19.2904113,-99.6533852,amenity,school,Colegio Panamericano Estudios Tecnicos,,,,Ciclovía Miguel Hidalgo,,,Toluca de Lerdo,50000,7227748796,,,,,
28,node,12568482507,19.2899905,-99.6530074,amenity,pharmacy,Sucursal Pstoluca,,,,Calle Ignacio López Rayón,,,Toluca de Lerdo,50000,7291171918,https://www.smn.com.mx/lander,,,,
28,node,12568510044,19.2893069,-99.6526949,amenity,school,Escuela Secundaria General Nocturna Tierra y Libertad,,,,Calle Ignacio López Rayón,,,Toluca de Lerdo,50000,,,,,,
28,node,12568513303,19.2882968,-99.6525756,amenity,clinic,Consultorio Podológico,,,,Avenida José María Morelos y Pavón,,,Toluca de Lerdo,50000,,,,,,
28,node,12568522436,19.2880744,-99.6513744,amenity,school,Unidad de Apoyo a la educación Básica y Normal,,,,Calle Sor Juana Inés de la Cruz,,,Toluca,50090,,,,,,
28,node,12569111587,19.2889085,-99.6586861,amenity,school,Centro de Estudios para la Calidad Educativa y la Investigación Científica,,,,Calle José Vicente Villada,,,Toluca de Lerdo,50080,+527223898479,https://www.ceceic.org.mx/,,,,
28,node,12570439853,19.2869069,-99.6570964,amenity,clinic,Consultorio Homeopático,,,,Calle Hermenegildo Galeana,,,,50000,,,,,,
28,node,12570457540,19.2837369,-99.6736042,amenity,clinic,Torre Médica Florencia Ortopedia Y Traumatología,,,,Paseo Vicente Guerrero,,,,50120,,,,,,
28,node,12572788541,19.2925441,-99.6503572,amenity,school,Instituto Superior Concordia,,,,Avenida Pino Suarez,,,Toluca de Lerdo,50090,+527222777922,https://universidadconcordia.com.mx/,,,,
28,node,12572790024,19.2936056,-99.6500376,amenity,clinic,Medical Centro de Medicina Alternativa,,,,Avenida Pino Suarez,,,Toluca de Lerdo,50090,7225084410,,,,,
28,node,12572794710,19.2923031,-99.6505997,amenity,school,Instituto Universitario Brima,,,,Avenida Independencia,,,Toluca de Lerdo,50090,+527222132015,https://iub.mx/,,,,
28,node,12572817346,19.2936164,-99.6590653,amenity,clinic,Temascal Maria Magadalena Del Coporo,,,,Calle Protacio Gómez,,,,50050,7225652670,,,,,
28,node,12572850075,19.2902037,-99.6512234,amenity,pharmacy,Equilibrio Farmacéutico Toluca,,,,Ciclovía Miguel Hidalgo,,,Toluca de Lerdo,50060,+525535613958,https://eqfacil.com.mx/,,,,
28,node,12573055596,19.2900968,-99.6513699,amenity,college,Oficinas Cnci On Line Toluca,,,,Ciclovía Miguel Hidalgo,,,,50060,,,,,,
28,node,12573119537,19.2904806,-99.6507871,amenity,school,Escuela Secundaria Oficial No. 549 Gral. Lázaro Cárdenas Vespertino,,,,Calle Primero de Mayo,,,Toluca de Lerdo,50090,7222159044,,,,,
28,node,12574070171,19.2918575,-99.6609387,amenity,clinic,Consultorio Nutrion Psicologia Y Salud Para Todos,,,,Calle Aquiles Serdán,,,,50080,,https://www.doctoralia.com.mx/,,,,
28,node,12574133302,19.2923335,-99.6657291,amenity,clinic,Consultorio De Endocrinologia Y Medicina Interna,,,,Calle el Oro,,,Toluca de Lerdo,50040,7222331252,,,,,
28,node,12574490967,19.281488,-99.6540129,amenity,school,Escuela Secundaria Federalizada Ignacio Ramírez 15des0012x,,,,Calle Benito Juárez Garcia,,,,50130,,,,,,
28,node,12577473670,19.2813194,-99.6504687,amenity,clinic,Podamed,,,,Calle Ingeniero Rafael García Moreno,,,,50130,7221757422,www.centrodeespecialidadessaludatuvida.com,,,,
28,node,12578115989,19.2836891,-99.6736094,amenity,clinic,Torre Medica 1 Pediatria Y Clinica Vacunacion,,,,Paseo Vicente Guerrero,,Paseo De San Buenaventura,,50120,7222154735,,,,,
28,node,12579489035,19.2885677,-99.6638341,amenity,clinic,Consultorios Medicos,,,,,,,,,7227076993,,,,,
28,node,12579519332,19.2890968,-99.6693005,shop,convenience,Office Coffee Service,,,,Calle Plutarco González,,,,50080,,,,,,
28,node,12583228352,19.2755661,-99.6679013,amenity,clinic,Consultorio Medico Especialidad En Otorrinolaringologia,,,,Calle Profesora Eulalia Peñaloza,,,,50120,7222547276,,,,,
28,node,12583241876,19.2847094,-99.657539,amenity,clinic,Pedicurista,,,,Calle Nicolás Bravo,,,,50130,7221557578,,,,,
28,node,12583269277,19.2981294,-99.6703385,amenity,school,Estacionamiento Hidalgo,,,,Calle Lerma,,,,50040,,,,,,
28,node,12583278312,19.2831878,-99.674807,amenity,school,Escuela Primaria Dr Gustavo Baz Prada 15epr1425j,,,,Calle San Luis,,,,50170,,,,,,
28,node,12585085516,19.2874196,-99.6565157,amenity,clinic,Consultorio Médico,,,,Ciclovía Matamoros,,,Toluca de Lerdo,50000,7223910954,,,,,
28,node,12585095431,19.2819287,-99.654355,amenity,clinic,Terapeutica Rosher,,,,Calle Ramón Corona,,,Toluca de Lerdo,50130,+527225182062,https://www.facebook.com/rosherfroc/,,,,
28,node,12585176594,19.2923013,-99.672178,amenity,clinic,Clinica Santa Teresa,,,,Prolongación Tianguistenco,,,Toluca de Lerdo,50040,7222134620,,,,,
28,node,12585178345,19.2922709,-99.6721377,amenity,hospital,Clinica Santa Teresa Atencion Medica Y Quirurgica,,,,Prolongación Tianguistenco,,,Toluca de Lerdo,50040,,,,,,
28,node,12585179657,19.2927013,-99.6720063,amenity,clinic,Psicologia Integral,,,,Prolongación Tianguistenco,,,Toluca de Lerdo,50040,,,,,,
28,node,12585198936,19.2954101,-99.6709415,amenity,college,Preparatoria No 4 Ignacio Ramirez,,,,Calle Chalco,,,Toluca de Lerdo,50040,,,,,,
28,node,12585203589,19.2864955,-99.6574706,amenity,clinic,Centro De Neurodesarrollo y Terapia Infantil,,,,Calle Instituto Literario,,,Toluca de Lerdo,50000,,,,,,
28,node,12585208380,19.2940329,-99.670912,amenity,clinic,Clinica Ambulatoria,,,,Calle Atlacomulco,,,Toluca de Lerdo,50040,7222132989,,,,,
28,node,12585213824,19.2865284,-99.6574062,amenity,clinic,Consultorio Médico De Ortopedia y Traumatología,,,,Calle Instituto Literario,,,Toluca de Lerdo,50000,7222156754,,,,,
28,node,12585218888,19.2927216,-99.6720144,amenity,clinic,Mi Lugar De Luz,,,,Prolongación Tianguistenco,,,Toluca de Lerdo,50040,,,,,,
28,node,12585219467,19.2865062,-99.6576689,amenity,school,Grupo Isima,,,,Calle Nicolás Bravo,,,Toluca de Lerdo,50000,+527223187172,https://www.isima.com.mx/toluca-sistemas-y-posgrados.html,,,,
28,node,12585224315,19.2864683,-99.6574796,amenity,clinic,Consultorio Médico Heliodoro Bernal Abarca,,,,Calle Instituto Literario,,,Toluca de Lerdo,50000,7222146096,,,,,
28,node,12585226289,19.2932709,-99.6698605,amenity,clinic,Consultorio Medico No. 5,,,,Calle Lerma,,,Toluca de Lerdo,50040,,,,,,
28,node,12585233462,19.2903679,-99.6586001,amenity,school,Academia De Estilistas Profesionales Lupita,,,,Ciclovía Miguel Hidalgo,,,Toluca de Lerdo,50000,+527222147374,http://academialupita1.mex.tl/,,,,
28,node,12585233746,19.2872136,-99.6569875,amenity,clinic,Consultorio Podológico,,,,Calle Hermenegildo Galeana,,,Toluca de Lerdo,50000,+527226889717,,,,,
28,node,12585235427,19.2945924,-99.6709307,amenity,clinic,Consultorio De Traumatologia Y Ortopedia,,,,Calle Atlacomulco,,,Toluca de Lerdo,50040,7222615513,,,,,
28,node,12585240423,19.2934253,-99.6698686,amenity,clinic,Consultorio Medico Pediatrico Neonatologo,,,,Calle Lerma,,,Toluca de Lerdo,50040,7222647240,,,,,
28,node,12585243453,19.2931671,-99.6700563,amenity,clinic,Consultorio Medico Ginecologia Y Obstetricia,,,,Calle Texcoco,,,Toluca de Lerdo,50040,7223746359,,,,,
28,node,12585244114,19.294157,-99.6696835,amenity,school,Instituto Gastronomico Chatelain,,,,Calle Lerma,,,Toluca de Lerdo,50040,,,,,,
28,node,12585246917,19.2945114,-99.6696191,amenity,clinic,Consultorio Medico,,,,Calle Valle de Bravo,,,Toluca de Lerdo,50040,,,,,,
28,node,12585259871,19.2934203,-99.6698284,amenity,clinic,Consultorio De Pediatria,,,,Calle Lerma,,,Toluca de Lerdo,50040,,,,,,
